survey_date,replication,data_pipeline
1992-01-01,-0.18015625000000002,-0.18015625000000002
1992-04-01,0.17741935483870971,0.17241379310344832
1992-07-01,-0.23214285714285715,-0.22962962962962966
1992-10-01,-0.08275862068965519,-0.08275862068965519
1993-01-01,-0.05384615384615381,-0.04399999999999997
1993-04-01,0.29130434782608694,0.2818181818181818
1993-07-01,-0.3011538461538461,-0.3011538461538461
1993-10-01,0.00519999999999996,0.00519999999999996
1994-01-01,-0.004545454545454509,-0.028571428571428532
1994-04-01,-0.009090909090909078,0.0
1994-07-01,-0.10999999999999999,-0.10999999999999999
1994-10-01,0.05294117647058823,0.04000000000000001
1995-01-01,-0.07000000000000002,-0.07368421052631581
1995-04-01,-0.0023809523809523512,-0.0023809523809523512
1995-07-01,-0.16714285714285712,-0.17205882352941176
1995-10-01,-0.1676470588235294,-0.14999999999999997
1996-01-01,-0.07322580645161293,-0.07655172413793107
1996-04-01,0.11857142857142856,0.13538461538461538
1996-07-01,-0.09107142857142855,-0.09444444444444443
1996-10-01,-0.07884615384615384,-0.07884615384615384
1997-01-01,-0.08444444444444447,-0.08769230769230772
1997-04-01,-0.0506666666666667,-0.04896551724137934
1997-07-01,-0.08333333333333333,-0.09
1997-10-01,-0.09814814814814812,-0.10599999999999998
1998-01-01,-0.10178571428571428,-0.09444444444444446
1998-04-01,-0.07500000000000004,-0.07894736842105267
1998-07-01,0.06842105263157892,0.08333333333333331
1998-10-01,-0.1166666666666667,-0.13947368421052636
1999-01-01,-0.1386363636363636,-0.13571428571428568
1999-04-01,0.023809523809523808,0.025
1999-07-01,0.08518518518518521,0.0884615384615385
1999-10-01,-0.05185185185185185,-0.055999999999999994
2000-01-01,0.017857142857142825,0.026923076923076897
2000-04-01,0.09130434782608696,0.1
2000-07-01,0.02173913043478263,0.025000000000000022
2000-10-01,0.04629629629629628,0.039583333333333325
2001-01-01,-0.03214285714285712,-0.043999999999999956
2001-04-01,0.10185185185185185,0.08695652173913043
2001-07-01,-0.0454545454545455,-0.02105263157894741
2001-10-01,-0.07499999999999998,-0.07499999999999998
2002-01-01,0.02894736842105267,0.0027777777777778173
2002-04-01,-0.0285714285714286,-0.029629629629629655
2002-07-01,-0.02166666666666665,-0.022413793103448258
2002-10-01,-0.08750000000000001,-0.09545454545454546
2003-01-01,0.11363636363636362,0.11363636363636362
2003-04-01,-0.024074074074074053,-0.07884615384615382
2003-07-01,0.013636363636363608,0.014999999999999968
2003-10-01,0.10238095238095238,0.1025
2004-01-01,-0.00869565217391309,-0.009090909090909139
2004-04-01,0.06388888888888895,0.07058823529411772
2004-07-01,-0.019444444444444473,-0.02812500000000004
2004-10-01,0.005882352941176502,0.006666666666666702
2005-01-01,-0.040869565217391324,-0.020952380952380972
2005-04-01,0.010000000000000033,0.010000000000000033
2005-07-01,0.017500000000000022,0.017500000000000022
2005-10-01,0.023703703703703657,0.023703703703703657
2006-01-01,-0.04642857142857142,-0.04814814814814814
2006-04-01,-0.010110344827586227,0.0002518518518518241
2006-07-01,-0.023735999999999962,-0.023735999999999962
2006-10-01,-0.08299999999999999,-0.07999999999999999
2007-01-01,-0.0313157894736842,-0.04694444444444443
2007-04-01,0.020962499999999985,0.017256756756756735
2007-07-01,0.020789473684210556,0.021944444444444475
2007-10-01,-0.016824324324324357,-0.017785714285714318
2008-01-01,0.024276315789473705,0.024276315789473705
2008-04-01,0.023054285714285694,0.02209062499999996
2008-07-01,-0.029411764705882353,-0.040624999999999994
2008-10-01,0.13757575757575755,0.13999999999999996
2009-01-01,-0.13146388888888888,-0.13236285714285714
2009-04-01,-0.01220857142857143,0.014771874999999997
2009-07-01,-0.012746428571428547,-0.02141923076923075
2009-10-01,-0.16989545454545452,-0.181885
2010-01-01,0.11182666666666667,0.13292413793103447
2010-04-01,0.019178787878787858,0.01977812499999998
2010-07-01,-0.20592962962962963,-0.20592962962962963
2010-10-01,0.034455555555555586,0.034455555555555586
2011-01-01,0.014331249999999976,0.01195333333333332
2011-04-01,0.1900758620689655,0.1900758620689655
2011-07-01,-0.07465199999999993,-0.07465199999999993
2011-10-01,-0.03203461538461542,-0.03331600000000003
2012-01-01,0.02780588235294119,0.028648484848484864
2012-04-01,0.020109677419354887,0.020109677419354887
2012-07-01,-0.020335483870967758,-0.020335483870967758
2012-10-01,-0.05348709677419358,-0.055270000000000034
2013-01-01,-0.008039999999999995,-0.00831724137931034
2013-04-01,-0.0640055555555556,-0.0640055555555556
2013-07-01,-0.026710344827586212,-0.0404814814814815
2013-10-01,-0.03226296296296298,-0.023156000000000006
2014-01-01,0.037268571428571456,0.03836470588235297
2014-04-01,0.006774285714285729,0.006973529411764721
2014-07-01,0.019177142857142872,0.020339393939393952
2014-10-01,-0.08175000000000002,-0.08175000000000002
2015-01-01,-0.009989655172413795,-0.009989655172413795
2015-04-01,-0.03685714285714283,-0.03685714285714283
2015-07-01,0.08995625000000002,0.09285806451612905
2015-10-01,-0.03427419354838709,-0.03427419354838709
2016-01-01,0.02675624999999999,0.02675624999999999
2016-04-01,-0.011709677419354816,-0.011709677419354816
2016-07-01,-0.04326666666666668,-0.04326666666666668
2016-10-01,0.058432258064516115,0.058432258064516115
2017-01-01,0.10654666666666669,0.11022068965517241
2017-04-01,-0.03191111111111112,-0.010061538461538464
2017-07-01,-0.0865222222222222,-0.08984999999999997
2017-10-01,-0.04722999999999997,-0.04722999999999997
2018-01-01,0.08550689655172407,0.08550689655172407
2018-04-01,0.016707407407407417,0.01658076923076924
2018-07-01,-0.035659999999999956,-0.034645833333333285
2018-10-01,-0.05343200000000001,-0.06399166666666668
2019-01-01,-0.0453375,-0.0453375
2019-04-01,-0.004987499999999978,-0.004987499999999978
2019-07-01,0.010692307692307685,0.010692307692307685
2019-10-01,-0.06253333333333334,-0.06253333333333334
2020-01-01,0.09241200000000001,0.09241200000000001
2020-04-01,-0.16913703703703706,-0.16913703703703706
2020-07-01,0.0016749999999999914,0.0016749999999999914
2020-10-01,0.09215789473684212,0.09215789473684212
2021-01-01,0.08495000000000005,0.08495000000000005
2021-04-01,0.12216153846153843,0.11504799999999998
2021-07-01,0.0897461538461538,0.0897461538461538
2021-10-01,0.12911923076923076,0.12911923076923076
2022-01-01,-0.13072083333333334,-0.13072083333333334
2022-04-01,0.28440000000000004,0.28365714285714294
2022-07-01,0.14623636363636364,0.14623636363636364
2022-10-01,0.1814833333333333,0.1832869565217391
2023-01-01,-0.6137217391304348,-0.6070727272727272
2023-04-01,-0.0020708333333333364,-0.0008565217391304467
2023-07-01,-0.0015173913043478424,-0.015222727272727282
2023-10-01,0.021481818181818216,0.021481818181818216
2024-01-01,-0.1547590909090909,-0.1547590909090909
2024-04-01,0.13529599999999997,0.13529599999999997
2024-07-01,-0.10815217391304349,-0.10815217391304349
2024-10-01,-0.03784999999999996,-0.03784999999999996
